Order_ID,Customer_ID,Products,Order_Date,Order_Status,Shipping_Method,Payment_Method,Total_Price
ORDT36599,CSTM493,"ETWS248 (x3, Rp429000)",2024-08-31,Selesai,JNE,COD,1287000
ORDT34717,CSTM441,"ETWS733 (x3, Rp426550); ETWS941 (x3, Rp119000); ETWS626 (x1, Rp160000)",2025-01-14,Selesai,JNE,Transfer Bank - BNI,1796650
ORDT67093,CSTM211,"ETWS877 (x2, Rp104500); ETWS540 (x1, Rp679000)",2024-07-07,Selesai,SiCepat,Transfer Bank - BCA,888000
ORDT00536,CSTM196,"ETWS402 (x2, Rp181300); ETWS668 (x1, Rp445550); ETWS188 (x1, Rp144500)",2024-11-24,Selesai,JNE,Transfer Bank - BNI,952650
ORDT27274,CSTM882,"ETWS320 (x3, Rp429000)",2024-02-08,Selesai,SiCepat,OVO,1287000
ORDT87882,CSTM991,"ETWS175 (x3, Rp399000); ETWS109 (x1, Rp224500)",2024-02-07,Selesai,SiCepat,Transfer Bank - BRI,1421500
ORDT31579,CSTM150,"ETWS902 (x1, Rp191600); ETWS334 (x2, Rp616550); ETWS013 (x3, Rp429000)",2024-01-24,Selesai,JNE,DANA,2711700
ORDT71052,CSTM470,"ETWS576 (x3, Rp464550); ETWS630 (x1, Rp199200)",2024-03-17,Selesai,J&T,DANA,1592850
ORDT61343,CSTM353,"ETWS023 (x2, Rp275080)",2024-11-18,Selesai,SiCepat,Transfer Bank - BRI,550160
ORDT75703,CSTM793,"ETWS316 (x2, Rp244300); ETWS587 (x2, Rp194350)",2025-02-06,Selesai,SiCepat,Transfer Bank - Mandiri,877300
ORDT82412,CSTM365,"ETWS937 (x2, Rp499000); ETWS223 (x3, Rp209000)",2024-08-18,Selesai,J&T,OVO,1625000
ORDT70579,CSTM209,"ETWS125 (x1, Rp692550); ETWS401 (x3, Rp551080)",2024-01-02,Selesai,SiCepat,COD,2345790
ORDT08390,CSTM718,"ETWS183 (x1, Rp184500); ETWS752 (x1, Rp551080); ETWS225 (x1, Rp399000)",2024-09-01,Selesai,J&T,Transfer Bank - Mandiri,1134580
ORDT91170,CSTM583,"ETWS297 (x1, Rp156750); ETWS195 (x1, Rp94050); ETWS399 (x2, Rp49000)",2025-01-25,Selesai,SiCepat,Transfer Bank - Mandiri,348800
ORDT97285,CSTM626,"ETWS061 (x2, Rp199000)",2024-05-24,Selesai,JNE,GoPay,398000
ORDT12442,CSTM837,"ETWS768 (x2, Rp229000)",2024-07-02,Selesai,JNE,OVO,458000
ORDT69220,CSTM346,"ETWS905 (x3, Rp170050)",2024-08-11,Selesai,SiCepat,DANA,510150
ORDT70740,CSTM880,"ETWS735 (x2, Rp275000)",2024-10-20,Selesai,J&T,GoPay,550000
ORDT81978,CSTM609,"ETWS087 (x3, Rp181300); ETWS733 (x2, Rp426550)",2024-11-06,Selesai,J&T,Transfer Bank - BRI,1397000
ORDT19449,CSTM044,"ETWS321 (x2, Rp79000)",2024-11-07,Selesai,JNE,Transfer Bank - Mandiri,158000
ORDT33611,CSTM068,"ETWS725 (x2, Rp455050); ETWS223 (x1, Rp209000)",2024-03-29,Selesai,SiCepat,Transfer Bank - BNI,1119100
ORDT92375,CSTM503,"ETWS001 (x3, Rp299000); ETWS810 (x2, Rp209000); ETWS576 (x3, Rp464550)",2024-06-29,Selesai,SiCepat,COD,2708650
ORDT77700,CSTM856,"ETWS844 (x1, Rp39000)",2024-02-16,Selesai,SiCepat,Transfer Bank - BRI,39000
ORDT92414,CSTM167,"ETWS937 (x1, Rp499000); ETWS281 (x2, Rp119600); ETWS027 (x1, Rp383200)",2024-07-28,Selesai,JNE,Transfer Bank - BRI,1121400
ORDT59091,CSTM468,"ETWS021 (x1, Rp227050); ETWS120 (x1, Rp49000); ETWS549 (x3, Rp208050)",2024-02-11,Selesai,J&T,GoPay,900200
ORDT01153,CSTM994,"ETWS947 (x2, Rp75050); ETWS111 (x2, Rp479000)",2024-04-18,Selesai,SiCepat,Transfer Bank - BNI,1108100
ORDT63580,CSTM707,"ETWS459 (x3, Rp171600); ETWS819 (x1, Rp94050); ETWS506 (x2, Rp399000)",2024-04-28,Selesai,J&T,Transfer Bank - BCA,1406850
ORDT61381,CSTM785,"ETWS109 (x3, Rp224500)",2024-02-18,Selesai,J&T,GoPay,673500
ORDT38194,CSTM059,"ETWS874 (x3, Rp85000); ETWS359 (x1, Rp144000); ETWS316 (x2, Rp244300)",2024-12-16,Selesai,SiCepat,COD,887600
ORDT73755,CSTM434,"ETWS966 (x3, Rp209500)",2024-06-19,Selesai,SiCepat,COD,628500
ORDT64099,CSTM465,"ETWS316 (x2, Rp244300); ETWS493 (x2, Rp279000)",2025-02-27,Pending,J&T,Transfer Bank - BRI,1046600
ORDT61421,CSTM787,"ETWS136 (x1, Rp87600)",2024-03-11,Selesai,J&T,COD,87600
ORDT53535,CSTM616,"ETWS839 (x2, Rp249000); ETWS265 (x2, Rp104500); ETWS359 (x3, Rp144000)",2024-01-25,Selesai,J&T,DANA,1139000
ORDT58773,CSTM489,"ETWS506 (x2, Rp399000); ETWS338 (x1, Rp89500); ETWS234 (x1, Rp179000)",2024-02-02,Selesai,SiCepat,GoPay,1066500
ORDT25300,CSTM923,"ETWS195 (x1, Rp94050)",2025-02-23,Dikirim,SiCepat,COD,94050
ORDT49131,CSTM413,"ETWS526 (x1, Rp349000); ETWS466 (x2, Rp189000); ETWS491 (x1, Rp75050)",2025-02-16,Dikirim,J&T,COD,802050
ORDT87366,CSTM699,"ETWS134 (x2, Rp279000); ETWS947 (x2, Rp75050); ETWS817 (x3, Rp467100)",2024-01-08,Selesai,J&T,Transfer Bank - BCA,2109400
ORDT84284,CSTM643,"ETWS234 (x2, Rp179000)",2024-03-19,Selesai,JNE,Transfer Bank - BRI,358000
ORDT48305,CSTM199,"ETWS600 (x2, Rp237300)",2024-05-14,Selesai,JNE,OVO,474600
ORDT54175,CSTM343,"ETWS995 (x3, Rp489000); ETWS966 (x1, Rp209500); ETWS534 (x2, Rp493050)",2024-06-23,Selesai,J&T,Transfer Bank - Mandiri,2662600
ORDT51071,CSTM266,"ETWS098 (x3, Rp31539100); ETWS120 (x2, Rp49000)",2025-01-31,Selesai,J&T,Transfer Bank - BNI,94715300
ORDT18371,CSTM563,"ETWS708 (x1, Rp391200); ETWS746 (x1, Rp369550); ETWS255 (x2, Rp499000)",2024-04-04,Selesai,SiCepat,GoPay,1758750
ORDT18212,CSTM956,"ETWS136 (x2, Rp87600)",2024-05-30,Selesai,SiCepat,GoPay,175200
ORDT20245,CSTM053,"ETWS175 (x1, Rp399000); ETWS281 (x2, Rp119600); ETWS234 (x3, Rp179000)",2025-02-08,Selesai,J&T,GoPay,1175200
ORDT56758,CSTM323,"ETWS819 (x1, Rp94050); ETWS506 (x3, Rp399000)",2025-01-14,Selesai,JNE,Transfer Bank - BRI,1291050
ORDT83024,CSTM676,"ETWS039 (x2, Rp69000)",2024-04-27,Selesai,SiCepat,Transfer Bank - BNI,138000
ORDT76269,CSTM327,"ETWS321 (x2, Rp79000)",2024-07-23,Selesai,J&T,COD,158000
ORDT15811,CSTM870,"ETWS120 (x2, Rp49000); ETWS812 (x1, Rp449000); ETWS145 (x2, Rp399000)",2024-03-26,Selesai,J&T,GoPay,1345000
ORDT72693,CSTM528,"ETWS450 (x3, Rp39000); ETWS107 (x1, Rp249000)",2025-02-05,Selesai,J&T,Transfer Bank - BRI,366000
ORDT53089,CSTM177,"ETWS221 (x1, Rp729000); ETWS626 (x1, Rp160000)",2024-05-17,Selesai,SiCepat,DANA,889000
ORDT15806,CSTM479,"ETWS600 (x1, Rp237300); ETWS839 (x3, Rp249000); ETWS466 (x1, Rp189000)",2024-05-12,Selesai,J&T,OVO,1173300
ORDT51879,CSTM108,"ETWS755 (x1, Rp129000); ETWS505 (x2, Rp399000)",2024-08-23,Selesai,J&T,OVO,927000
ORDT05874,CSTM815,"ETWS021 (x2, Rp227050); ETWS552 (x3, Rp192280)",2024-05-17,Selesai,SiCepat,Transfer Bank - BCA,1030940
ORDT27184,CSTM246,"ETWS188 (x3, Rp144500); ETWS338 (x1, Rp89500); ETWS519 (x1, Rp309000)",2024-04-20,Selesai,SiCepat,Transfer Bank - Mandiri,832000
ORDT85351,CSTM286,"ETWS090 (x1, Rp279000); ETWS595 (x2, Rp449000)",2024-10-11,Selesai,J&T,DANA,1177000
ORDT31472,CSTM510,"ETWS408 (x1, Rp164500); ETWS947 (x3, Rp75050)",2024-11-13,Selesai,JNE,Transfer Bank - BRI,389650
ORDT79585,CSTM378,"ETWS576 (x1, Rp464550); ETWS111 (x2, Rp479000)",2024-08-08,Selesai,J&T,Transfer Bank - BNI,1422550
ORDT17629,CSTM505,"ETWS817 (x1, Rp467100)",2024-10-26,Selesai,J&T,DANA,467100
ORDT44395,CSTM469,"ETWS234 (x3, Rp179000)",2024-07-22,Selesai,J&T,Transfer Bank - Mandiri,537000
ORDT47426,CSTM389,"ETWS549 (x3, Rp208050); ETWS425 (x2, Rp302680)",2024-03-18,Selesai,SiCepat,GoPay,1229510
ORDT83012,CSTM358,"ETWS753 (x1, Rp245000); ETWS877 (x1, Rp104500)",2024-11-07,Selesai,J&T,OVO,349500
ORDT93731,CSTM029,"ETWS752 (x3, Rp551080); ETWS316 (x3, Rp244300); ETWS123 (x1, Rp149000)",2024-01-31,Selesai,JNE,Transfer Bank - BNI,2535140
ORDT84213,CSTM090,"ETWS450 (x1, Rp39000)",2024-10-23,Selesai,SiCepat,GoPay,39000
ORDT33451,CSTM561,"ETWS493 (x3, Rp279000); ETWS958 (x3, Rp156750); ETWS212 (x3, Rp199500)",2024-03-17,Selesai,J&T,Transfer Bank - Mandiri,1905750
ORDT57809,CSTM607,"ETWS576 (x3, Rp464550); ETWS194 (x1, Rp5000); ETWS512 (x2, Rp407550)",2025-01-27,Selesai,SiCepat,GoPay,2213750
ORDT90207,CSTM045,"ETWS440 (x2, Rp502550)",2024-02-14,Selesai,J&T,COD,1005100
ORDT38374,CSTM975,"ETWS311 (x1, Rp209000); ETWS281 (x3, Rp119600); ETWS522 (x2, Rp129150)",2024-08-23,Selesai,J&T,DANA,826100
ORDT35599,CSTM372,"ETWS396 (x3, Rp249000)",2024-03-20,Selesai,JNE,DANA,747000
ORDT47664,CSTM400,"ETWS786 (x1, Rp422280); ETWS869 (x1, Rp221400); ETWS768 (x2, Rp229000)",2024-06-05,Selesai,SiCepat,DANA,1101680
ORDT94467,CSTM667,"ETWS880 (x1, Rp272300)",2024-05-05,Selesai,J&T,Transfer Bank - BRI,272300
ORDT63067,CSTM983,"ETWS966 (x3, Rp209500); ETWS440 (x3, Rp502550); ETWS061 (x3, Rp199000)",2024-12-29,Selesai,J&T,Transfer Bank - BRI,2733150
ORDT05432,CSTM798,"ETWS248 (x1, Rp429000)",2025-02-16,Dikirim,J&T,COD,429000
ORDT96661,CSTM945,"ETWS084 (x2, Rp174500)",2024-06-07,Selesai,SiCepat,OVO,349000
ORDT69143,CSTM571,"ETWS131 (x3, Rp429000); ETWS148 (x1, Rp94050)",2024-11-13,Selesai,J&T,Transfer Bank - BCA,1381050
ORDT26032,CSTM538,"ETWS234 (x2, Rp179000)",2024-10-08,Selesai,SiCepat,Transfer Bank - BCA,358000
ORDT44582,CSTM773,"ETWS989 (x1, Rp459000)",2024-09-16,Selesai,JNE,OVO,459000
ORDT41065,CSTM231,"ETWS281 (x3, Rp119600); ETWS697 (x3, Rp399200)",2024-12-14,Selesai,SiCepat,Transfer Bank - BCA,1556400
ORDT64589,CSTM293,"ETWS735 (x3, Rp275000); ETWS544 (x2, Rp141550)",2024-12-26,Selesai,JNE,Transfer Bank - BCA,1108100
ORDT29424,CSTM098,"ETWS459 (x2, Rp171600); ETWS573 (x1, Rp209300); ETWS098 (x2, Rp31539100)",2025-01-15,Selesai,JNE,OVO,63630700
ORDT64661,CSTM834,"ETWS039 (x2, Rp69000); ETWS459 (x3, Rp171600)",2024-06-17,Selesai,JNE,Transfer Bank - Mandiri,652800
ORDT84141,CSTM795,"ETWS744 (x1, Rp467100); ETWS225 (x2, Rp399000)",2024-12-09,Selesai,SiCepat,OVO,1265100
ORDT50646,CSTM947,"ETWS549 (x2, Rp208050)",2025-01-06,Selesai,SiCepat,OVO,416100
ORDT74410,CSTM319,"ETWS229 (x1, Rp499000)",2024-02-14,Selesai,SiCepat,Transfer Bank - BCA,499000
ORDT03051,CSTM449,"ETWS175 (x1, Rp399000); ETWS136 (x1, Rp87600)",2024-10-07,Selesai,SiCepat,Transfer Bank - Mandiri,486600
ORDT43129,CSTM345,"ETWS587 (x1, Rp194350); ETWS229 (x2, Rp499000); ETWS115 (x1, Rp569050)",2024-10-10,Selesai,SiCepat,Transfer Bank - BRI,1761400
ORDT65109,CSTM881,"ETWS023 (x1, Rp275080)",2024-11-07,Selesai,SiCepat,DANA,275080
ORDT42349,CSTM411,"ETWS212 (x1, Rp199500)",2024-08-27,Selesai,SiCepat,Transfer Bank - BNI,199500
ORDT78658,CSTM262,"ETWS544 (x1, Rp141550); ETWS880 (x2, Rp272300)",2025-02-27,Pending,JNE,Transfer Bank - BRI,686150
ORDT37623,CSTM463,"ETWS877 (x2, Rp104500); ETWS338 (x1, Rp89500)",2025-01-26,Selesai,J&T,COD,298500
ORDT02751,CSTM539,"ETWS686 (x1, Rp49000); ETWS085 (x3, Rp349000); ETWS043 (x3, Rp179000)",2024-09-29,Selesai,J&T,DANA,1633000
ORDT41774,CSTM460,"ETWS491 (x3, Rp75050); ETWS990 (x3, Rp227050)",2024-12-09,Selesai,SiCepat,GoPay,906300
ORDT97720,CSTM744,"ETWS416 (x1, Rp616550)",2024-05-03,Selesai,J&T,OVO,616550
ORDT05099,CSTM517,"ETWS512 (x2, Rp407550); ETWS874 (x3, Rp85000)",2025-01-21,Selesai,JNE,Transfer Bank - BRI,1070100
ORDT67749,CSTM631,"ETWS281 (x1, Rp119600); ETWS744 (x1, Rp467100); ETWS005 (x1, Rp55000)",2024-10-29,Selesai,J&T,Transfer Bank - BNI,641700
ORDT68461,CSTM074,"ETWS359 (x2, Rp144000); ETWS187 (x2, Rp219000); ETWS043 (x3, Rp179000)",2024-03-06,Selesai,SiCepat,Transfer Bank - Mandiri,1263000
ORDT31904,CSTM355,"ETWS708 (x3, Rp391200)",2024-08-15,Selesai,JNE,Transfer Bank - Mandiri,1173600
ORDT53144,CSTM620,"ETWS048 (x1, Rp249000); ETWS733 (x3, Rp426550)",2024-12-09,Selesai,JNE,Transfer Bank - BNI,1528650
ORDT96517,CSTM095,"ETWS001 (x3, Rp299000)",2025-01-13,Selesai,SiCepat,COD,897000
ORDT37637,CSTM729,"ETWS265 (x1, Rp104500)",2024-12-24,Selesai,SiCepat,COD,104500
ORDT37937,CSTM969,"ETWS630 (x1, Rp199200)",2024-10-19,Selesai,SiCepat,COD,199200
ORDT42359,CSTM796,"ETWS668 (x1, Rp445550); ETWS021 (x2, Rp227050)",2024-10-29,Selesai,SiCepat,OVO,899650
ORDT13372,CSTM728,"ETWS111 (x2, Rp479000); ETWS180 (x1, Rp99000)",2024-10-06,Selesai,SiCepat,COD,1057000
ORDT03367,CSTM013,"ETWS875 (x2, Rp39000); ETWS989 (x2, Rp459000); ETWS023 (x3, Rp275080)",2024-06-12,Selesai,JNE,DANA,1821240
ORDT06797,CSTM602,"ETWS255 (x3, Rp499000)",2024-04-18,Selesai,SiCepat,Transfer Bank - BNI,1497000
ORDT62916,CSTM121,"ETWS816 (x2, Rp200000)",2024-08-02,Selesai,JNE,Transfer Bank - BRI,400000
ORDT42982,CSTM843,"ETWS852 (x3, Rp329000); ETWS630 (x1, Rp199200); ETWS027 (x1, Rp383200)",2024-07-01,Selesai,SiCepat,DANA,1569400
ORDT33367,CSTM764,"ETWS125 (x3, Rp692550); ETWS735 (x1, Rp275000)",2024-04-17,Selesai,J&T,GoPay,2352650
ORDT66205,CSTM109,"ETWS048 (x3, Rp249000)",2024-04-22,Selesai,JNE,Transfer Bank - BCA,747000
ORDT02828,CSTM865,"ETWS875 (x1, Rp39000); ETWS197 (x1, Rp272300)",2024-12-03,Selesai,SiCepat,OVO,311300
ORDT71749,CSTM153,"ETWS273 (x3, Rp499000)",2024-08-06,Selesai,JNE,OVO,1497000
ORDT40377,CSTM513,"ETWS189 (x3, Rp505080); ETWS328 (x2, Rp79000); ETWS037 (x1, Rp274500)",2024-01-09,Selesai,SiCepat,OVO,1947740
ORDT63805,CSTM445,"ETWS321 (x1, Rp79000)",2024-10-08,Selesai,JNE,Transfer Bank - BCA,79000
ORDT36838,CSTM661,"ETWS021 (x1, Rp227050)",2024-11-23,Selesai,JNE,Transfer Bank - Mandiri,227050
ORDT08314,CSTM320,"ETWS334 (x1, Rp616550); ETWS816 (x2, Rp200000); ETWS746 (x3, Rp369550)",2024-12-04,Selesai,J&T,Transfer Bank - Mandiri,2125200
ORDT56266,CSTM518,"ETWS133 (x2, Rp167200); ETWS110 (x3, Rp129000)",2025-02-23,Dikirim,SiCepat,COD,721400
ORDT58159,CSTM038,"ETWS172 (x2, Rp699000); ETWS273 (x1, Rp499000)",2024-01-17,Selesai,SiCepat,Transfer Bank - BCA,1897000
ORDT39518,CSTM129,"ETWS408 (x1, Rp164500); ETWS519 (x1, Rp309000); ETWS084 (x2, Rp174500)",2024-12-02,Selesai,JNE,Transfer Bank - BRI,822500
ORDT08053,CSTM448,"ETWS021 (x3, Rp227050)",2024-11-15,Selesai,SiCepat,OVO,681150
ORDT82897,CSTM812,"ETWS493 (x3, Rp279000); ETWS338 (x1, Rp89500)",2024-04-20,Selesai,SiCepat,OVO,926500
ORDT71279,CSTM124,"ETWS526 (x1, Rp349000); ETWS817 (x2, Rp467100); ETWS043 (x3, Rp179000)",2024-07-25,Selesai,J&T,COD,1820200
ORDT06950,CSTM258,"ETWS174 (x3, Rp209300)",2024-02-11,Selesai,J&T,Transfer Bank - BNI,627900
ORDT30957,CSTM418,"ETWS194 (x3, Rp5000); ETWS110 (x3, Rp129000)",2024-06-22,Selesai,J&T,Transfer Bank - BRI,402000
ORDT90714,CSTM301,"ETWS043 (x1, Rp179000); ETWS844 (x2, Rp39000); ETWS753 (x1, Rp245000)",2025-01-13,Selesai,J&T,COD,502000
ORDT73304,CSTM223,"ETWS546 (x1, Rp151050); ETWS459 (x1, Rp171600); ETWS544 (x2, Rp141550)",2024-09-30,Selesai,JNE,Transfer Bank - BCA,605750
ORDT32450,CSTM758,"ETWS526 (x1, Rp349000)",2024-08-20,Selesai,JNE,Transfer Bank - BRI,349000
ORDT01508,CSTM835,"ETWS943 (x3, Rp692550)",2024-05-23,Selesai,JNE,DANA,2077650
ORDT64980,CSTM939,"ETWS394 (x1, Rp160550)",2024-05-29,Selesai,JNE,Transfer Bank - BNI,160550
ORDT18516,CSTM655,"ETWS085 (x1, Rp349000); ETWS633 (x2, Rp129000); ETWS440 (x2, Rp502550)",2024-11-19,Selesai,JNE,Transfer Bank - BCA,1612100
ORDT63067,CSTM745,"ETWS447 (x3, Rp312550); ETWS817 (x1, Rp467100)",2024-01-10,Selesai,J&T,Transfer Bank - BCA,1404750
ORDT87080,CSTM501,"ETWS786 (x1, Rp422280); ETWS522 (x1, Rp129150)",2024-02-25,Selesai,SiCepat,GoPay,551430
ORDT35774,CSTM395,"ETWS993 (x2, Rp464550)",2024-12-06,Selesai,JNE,Transfer Bank - BRI,929100
ORDT51511,CSTM337,"ETWS425 (x3, Rp302680)",2024-02-29,Selesai,JNE,COD,908040
ORDT52846,CSTM543,"ETWS549 (x3, Rp208050); ETWS234 (x2, Rp179000)",2024-04-03,Selesai,J&T,DANA,982150
ORDT90365,CSTM386,"ETWS752 (x1, Rp551080); ETWS134 (x3, Rp279000); ETWS223 (x3, Rp209000)",2024-10-07,Selesai,J&T,Transfer Bank - BCA,2015080
ORDT07055,CSTM040,"ETWS915 (x1, Rp399000); ETWS175 (x2, Rp399000)",2024-02-16,Selesai,J&T,COD,1197000
ORDT18844,CSTM600,"ETWS672 (x1, Rp749000); ETWS145 (x2, Rp399000); ETWS334 (x1, Rp616550)",2024-05-10,Selesai,J&T,Transfer Bank - BCA,2163550
ORDT60099,CSTM116,"ETWS733 (x2, Rp426550); ETWS734 (x1, Rp265000)",2024-11-01,Selesai,SiCepat,Transfer Bank - Mandiri,1118100
ORDT10904,CSTM135,"ETWS440 (x3, Rp502550); ETWS134 (x2, Rp279000); ETWS273 (x2, Rp499000)",2024-05-07,Selesai,JNE,Transfer Bank - BCA,3063650
ORDT80936,CSTM079,"ETWS534 (x3, Rp493050); ETWS401 (x3, Rp551080); ETWS188 (x1, Rp144500)",2024-02-15,Selesai,SiCepat,DANA,3276890
ORDT90996,CSTM611,"ETWS943 (x2, Rp692550); ETWS131 (x1, Rp429000)",2024-12-06,Selesai,J&T,Transfer Bank - BNI,1814100
ORDT57491,CSTM308,"ETWS576 (x2, Rp464550); ETWS880 (x2, Rp272300)",2024-08-10,Selesai,JNE,DANA,1473700
ORDT86332,CSTM278,"ETWS043 (x3, Rp179000)",2024-11-08,Selesai,JNE,Transfer Bank - BCA,537000
ORDT39103,CSTM025,"ETWS226 (x1, Rp249000); ETWS940 (x1, Rp164500); ETWS188 (x1, Rp144500)",2025-01-07,Selesai,JNE,COD,558000
ORDT88863,CSTM264,"ETWS505 (x3, Rp399000); ETWS334 (x3, Rp616550)",2024-12-21,Selesai,SiCepat,Transfer Bank - BCA,3046650
ORDT62846,CSTM596,"ETWS328 (x3, Rp79000); ETWS087 (x2, Rp181300); ETWS937 (x2, Rp499000)",2024-11-11,Selesai,J&T,Transfer Bank - BNI,1597600
ORDT52476,CSTM867,"ETWS993 (x1, Rp464550); ETWS258 (x1, Rp426550)",2024-08-23,Selesai,J&T,Transfer Bank - BCA,891100
ORDT01867,CSTM216,"ETWS725 (x1, Rp455050); ETWS001 (x3, Rp299000); ETWS668 (x1, Rp445550)",2024-08-08,Selesai,JNE,Transfer Bank - BNI,1797600
ORDT34360,CSTM472,"ETWS234 (x1, Rp179000); ETWS734 (x2, Rp265000)",2024-06-02,Selesai,SiCepat,DANA,709000
ORDT41224,CSTM850,"ETWS029 (x3, Rp239000); ETWS125 (x2, Rp692550)",2024-11-19,Selesai,J&T,GoPay,2102100
ORDT16204,CSTM232,"ETWS001 (x1, Rp299000); ETWS486 (x1, Rp109000); ETWS085 (x2, Rp349000)",2024-07-11,Selesai,JNE,Transfer Bank - BRI,1106000
ORDT47168,CSTM863,"ETWS746 (x2, Rp369550); ETWS109 (x3, Rp224500); ETWS334 (x3, Rp616550)",2024-11-26,Selesai,J&T,GoPay,3262250
ORDT22010,CSTM776,"ETWS993 (x1, Rp464550)",2024-02-01,Selesai,JNE,GoPay,464550
ORDT41176,CSTM512,"ETWS816 (x2, Rp200000); ETWS221 (x1, Rp729000); ETWS125 (x3, Rp692550)",2024-12-07,Selesai,JNE,Transfer Bank - BNI,3206650
ORDT48787,CSTM221,"ETWS995 (x1, Rp489000)",2024-01-24,Selesai,JNE,Transfer Bank - BRI,489000
ORDT79981,CSTM496,"ETWS626 (x3, Rp160000); ETWS746 (x1, Rp369550); ETWS221 (x2, Rp729000)",2025-01-08,Selesai,J&T,GoPay,2307550
ORDT13743,CSTM334,"ETWS930 (x2, Rp76650); ETWS282 (x1, Rp329000); ETWS450 (x2, Rp39000)",2024-09-16,Selesai,J&T,Transfer Bank - BNI,560300
ORDT79142,CSTM675,"ETWS123 (x1, Rp149000)",2024-06-11,Selesai,SiCepat,Transfer Bank - Mandiri,149000
ORDT61204,CSTM474,"ETWS519 (x3, Rp309000); ETWS021 (x3, Rp227050)",2024-11-01,Selesai,JNE,Transfer Bank - BNI,1608150
ORDT66838,CSTM555,"ETWS048 (x3, Rp249000); ETWS402 (x1, Rp181300); ETWS744 (x2, Rp467100)",2024-06-01,Selesai,J&T,COD,1862500
ORDT00499,CSTM974,"ETWS671 (x1, Rp74500); ETWS816 (x1, Rp200000)",2024-10-25,Selesai,J&T,Transfer Bank - BCA,274500
ORDT00728,CSTM457,"ETWS021 (x3, Rp227050); ETWS817 (x3, Rp467100); ETWS491 (x3, Rp75050)",2024-02-23,Selesai,JNE,Transfer Bank - BCA,2307600
ORDT77815,CSTM338,"ETWS686 (x3, Rp49000); ETWS989 (x2, Rp459000); ETWS943 (x1, Rp692550)",2024-05-21,Selesai,JNE,OVO,1757550
ORDT07115,CSTM612,"ETWS273 (x3, Rp499000); ETWS172 (x1, Rp699000); ETWS989 (x2, Rp459000)",2024-08-30,Selesai,SiCepat,Transfer Bank - BNI,3114000
ORDT95557,CSTM033,"ETWS229 (x3, Rp499000); ETWS109 (x1, Rp224500)",2024-03-03,Selesai,J&T,Transfer Bank - BRI,1721500
ORDT41928,CSTM706,"ETWS231 (x3, Rp159500); ETWS534 (x2, Rp493050); ETWS733 (x2, Rp426550)",2024-05-12,Selesai,SiCepat,Transfer Bank - BCA,2317700
ORDT21112,CSTM989,"ETWS125 (x2, Rp692550)",2024-05-01,Selesai,SiCepat,DANA,1385100
ORDT18205,CSTM001,"ETWS958 (x3, Rp156750); ETWS573 (x3, Rp209300)",2024-04-20,Selesai,SiCepat,Transfer Bank - BNI,1098150
ORDT63634,CSTM182,"ETWS334 (x2, Rp616550)",2024-07-23,Selesai,SiCepat,Transfer Bank - BCA,1233100
ORDT77274,CSTM977,"ETWS877 (x3, Rp104500); ETWS172 (x1, Rp699000)",2024-01-14,Selesai,JNE,Transfer Bank - Mandiri,1012500
ORDT96262,CSTM641,"ETWS937 (x2, Rp499000)",2025-01-25,Selesai,J&T,Transfer Bank - BCA,998000
ORDT08982,CSTM080,"ETWS212 (x3, Rp199500); ETWS845 (x3, Rp239600); ETWS282 (x1, Rp329000)",2024-10-06,Selesai,J&T,Transfer Bank - Mandiri,1646300
ORDT03431,CSTM390,"ETWS084 (x1, Rp174500); ETWS061 (x1, Rp199000)",2024-01-07,Selesai,JNE,DANA,373500
ORDT00810,CSTM715,"ETWS188 (x2, Rp144500); ETWS725 (x1, Rp455050)",2024-10-13,Selesai,JNE,DANA,744050
ORDT35622,CSTM483,"ETWS810 (x1, Rp209000); ETWS686 (x1, Rp49000); ETWS174 (x2, Rp209300)",2024-04-28,Selesai,J&T,Transfer Bank - BCA,676600
ORDT84531,CSTM106,"ETWS175 (x3, Rp399000)",2024-08-14,Selesai,J&T,GoPay,1197000
ORDT72796,CSTM371,"ETWS425 (x1, Rp302680); ETWS600 (x1, Rp237300); ETWS399 (x1, Rp49000)",2024-10-04,Selesai,SiCepat,Transfer Bank - BRI,588980
ORDT45173,CSTM979,"ETWS697 (x2, Rp399200); ETWS526 (x2, Rp349000); ETWS013 (x3, Rp429000)",2024-03-21,Selesai,JNE,Transfer Bank - BRI,2783400
ORDT54075,CSTM731,"ETWS187 (x3, Rp219000); ETWS493 (x3, Rp279000); ETWS875 (x1, Rp39000)",2024-12-06,Selesai,J&T,Transfer Bank - BCA,1533000
ORDT55896,CSTM674,"ETWS450 (x3, Rp39000); ETWS175 (x1, Rp399000); ETWS084 (x1, Rp174500)",2025-02-06,Selesai,SiCepat,OVO,690500
ORDT74305,CSTM958,"ETWS966 (x2, Rp209500)",2024-02-01,Selesai,SiCepat,COD,419000
ORDT87646,CSTM915,"ETWS459 (x1, Rp171600); ETWS989 (x1, Rp459000)",2024-10-14,Selesai,SiCepat,Transfer Bank - BCA,630600
ORDT77914,CSTM996,"ETWS526 (x1, Rp349000); ETWS519 (x2, Rp309000); ETWS725 (x2, Rp455050)",2024-12-23,Selesai,J&T,GoPay,1877100
ORDT29922,CSTM836,"ETWS117 (x3, Rp129000)",2024-02-21,Selesai,JNE,DANA,387000
